truth_gene	AUS.18	sample_id	hendriksen_sample	truth_class	ALB.17	AUT.70	BGR.66	BRA.53	CAN.22	CHE.67	CHN.64
ampH_ampS	1.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
ant(3'')-Ih-aac(6')-IId	166.0	ERR1713332	AUS.18	aminoglycoside							
ant(6)-Ia	1.0	ERR1713332	AUS.18	aminoglycoside							
ant(6)-Ib	1.0	ERR1713332	AUS.18	aminoglycoside							
aph(2'')-Ic	1.0	ERR1713332	AUS.18	aminoglycoside							
aph(2'')-Id_aph(2'')-Ie	15.0	ERR1713332	AUS.18	aminoglycoside							
aph(3')-Ia_aph(3')-Ic	12.0	ERR1713332	AUS.18	aminoglycoside							
aph(3')-Ib	3.0	ERR1713332	AUS.18	aminoglycoside							
aph(3')-IIa	2.0	ERR1713332	AUS.18	aminoglycoside							
aph(3')-III	2.0	ERR1713332	AUS.18	aminoglycoside							
aph(3')-VI	30.0	ERR1713332	AUS.18	aminoglycoside							
aph(3')-XV	2.0	ERR1713332	AUS.18	aminoglycoside							
ARR_clust	1.0	ERR1713332	AUS.18	rifamycin							
blaACC_clust	1.0	ERR1713332	AUS.18	beta_lactam							
blaACT-9	1.0	ERR1713332	AUS.18	beta_lactam							
blaACT_clust	1.0	ERR1713332	AUS.18	beta_lactam							
blaACT_CMG_MIR_clust	2.0	ERR1713332	AUS.18	beta_lactam							
blaADC-25	1.0	ERR1713332	AUS.18	beta_lactam							
blaAER-1	14.0	ERR1713332	AUS.18	beta_lactam							
blaB_clust1	2.0	ERR1713332	AUS.18	beta_lactam							
blaB_clust2	1.0	ERR1713332	AUS.18	beta_lactam							
blaBEL	1.0	ERR1713332	AUS.18	beta_lactam							
blaCARB_clust1	14.0	ERR1713332	AUS.18	beta_lactam							
blaCARB_clust2	60.0	ERR1713332	AUS.18	beta_lactam							
blaCARB_clust3	2.0	ERR1713332	AUS.18	beta_lactam							
blaCME	1.0	ERR1713332	AUS.18	beta_lactam							
blaCMY_blaBIL_blaLAT	10.0	ERR1713332	AUS.18	beta_lactam							
blaCMY_blaMOX	2.0	ERR1713332	AUS.18	beta_lactam							
blaEBR-1	88.0	ERR1713332	AUS.18	beta_lactam							
blaFOX_clust	1.0	ERR1713332	AUS.18	beta_lactam							
blaGES_clust	273.0	ERR1713332	AUS.18	beta_lactam							
blaIMP_clust1	1.0	ERR1713332	AUS.18	beta_lactam							
blaMIR_clust	1.0	ERR1713332	AUS.18	beta_lactam							
blaMOX_clust	2.0	ERR1713332	AUS.18	beta_lactam							
blaNPS_LCR_clust	3.0	ERR1713332	AUS.18	beta_lactam							
blaOXA-209	14.0	ERR1713332	AUS.18	beta_lactam							
blaOXA-347	9.0	ERR1713332	AUS.18	beta_lactam							
blaOXA-372	2.0	ERR1713332	AUS.18	beta_lactam							
blaOXA-9	3.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust1	9.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust11	4.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust12	2.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust15	95.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust16	1.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust18	9.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust20	20.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust21	449.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust3	8.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust6	97.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust7	6.0	ERR1713332	AUS.18	beta_lactam							
blaOXA_clust8	1016.0	ERR1713332	AUS.18	beta_lactam							
blaOXY_clust1	4.0	ERR1713332	AUS.18	beta_lactam							
blaRAHN-2	1.0	ERR1713332	AUS.18	beta_lactam							
blaSHV_clust	3.0	ERR1713332	AUS.18	beta_lactam							
blaTEM_clust	17.0	ERR1713332	AUS.18	beta_lactam							
blaVEB_clust	1.0	ERR1713332	AUS.18	beta_lactam							
cat_clust	1.0	ERR1713332	AUS.18	phenicol							
catB3	7.0	ERR1713332	AUS.18	phenicol							
catB8	1.0	ERR1713332	AUS.18	phenicol							
catQ	6.0	ERR1713332	AUS.18	phenicol							
cfxA_clust	14.0	ERR1713332	AUS.18	other_or_unmapped							
cfxA6	7.0	ERR1713332	AUS.18	other_or_unmapped							
cml_clust	9.0	ERR1713332	AUS.18	phenicol							
cmx	1.0	ERR1713332	AUS.18	other_or_unmapped							
dfrA1_clust	2.0	ERR1713332	AUS.18	trimethoprim							
dfrA12	1.0	ERR1713332	AUS.18	trimethoprim							
dfrA14_clust	3.0	ERR1713332	AUS.18	trimethoprim							
dfrA15_clust	3.0	ERR1713332	AUS.18	trimethoprim							
dfrA20	4.0	ERR1713332	AUS.18	trimethoprim							
dfrA7_dfrA17	1.0	ERR1713332	AUS.18	trimethoprim							
dfrA8	1.0	ERR1713332	AUS.18	trimethoprim							
ere(A)_clust	28.0	ERR1713332	AUS.18	other_or_unmapped							
ere(A)_clust2	11.0	ERR1713332	AUS.18	other_or_unmapped							
ere(B)	1.0	ERR1713332	AUS.18	other_or_unmapped							
erm(A)_1_X03216	1.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
erm(A)_2_AF002716	4.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
erm(B)_clust	189.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
erm(C)_clust	4.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
erm(F)_clust	89.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
erm(G)_clust	11.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
erm(T)_4_AJ488494	1.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
erm(X)_clust	1.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
floR_clust	19.0	ERR1713332	AUS.18	phenicol							
fosA_clust2	4.0	ERR1713332	AUS.18	fosfomycin							
imiS_imiH_blaCEPH_clust	1.0	ERR1713332	AUS.18	beta_lactam							
lnu(B)	16.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
lnu(C)	3.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
lnu(D)	2.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
lnu(F)	14.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
lsa(C)	1.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
mef(A)_10_AF376746	154.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
mef(A)_3_AF227521	66.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
mef(B)	30.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
mph(A)	13.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
mph(E)	2305.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
msr(D)	375.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
msr(E)	4357.0	ERR1713332	AUS.18	macrolide_lincosamide_streptogramin							
oqxA	12.0	ERR1713332	AUS.18	quinolone							
oqxB	41.0	ERR1713332	AUS.18	quinolone							
QnrB_clust1	4.0	ERR1713332	AUS.18	quinolone							
QnrB_clust3	1.0	ERR1713332	AUS.18	quinolone							
QnrD	2.0	ERR1713332	AUS.18	quinolone							
QnrS_clust1	1.0	ERR1713332	AUS.18	quinolone							
QnrS_clust2	1.0	ERR1713332	AUS.18	quinolone							
QnrVC_clust2	1.0	ERR1713332	AUS.18	quinolone							
str	1.0	ERR1713332	AUS.18	aminoglycoside							
strA	84.0	ERR1713332	AUS.18	aminoglycoside							
strB	96.0	ERR1713332	AUS.18	aminoglycoside							
sul1_sul3_clust	185.0	ERR1713332	AUS.18	sulfonamide							
sul2_clust	39.0	ERR1713332	AUS.18	sulfonamide							
tet(30)	1.0	ERR1713332	AUS.18	tetracycline							
tet(32)	48.0	ERR1713332	AUS.18	tetracycline							
tet(36)	11.0	ERR1713332	AUS.18	tetracycline							
tet(39)	349.0	ERR1713332	AUS.18	tetracycline							
tet(40)	4.0	ERR1713332	AUS.18	tetracycline							
tet(44)	9.0	ERR1713332	AUS.18	tetracycline							
tet(A)	15.0	ERR1713332	AUS.18	tetracycline							
tet(B)	7.0	ERR1713332	AUS.18	tetracycline							
tet(C)	88.0	ERR1713332	AUS.18	tetracycline							
tet(D)	7.0	ERR1713332	AUS.18	tetracycline							
tet(E)	3.0	ERR1713332	AUS.18	tetracycline							
tet(G)	51.0	ERR1713332	AUS.18	tetracycline							
tet(H)	3.0	ERR1713332	AUS.18	tetracycline							
tet(L)_clust1	1.0	ERR1713332	AUS.18	tetracycline							
tet(M)	64.0	ERR1713332	AUS.18	tetracycline							
tet(O)	58.0	ERR1713332	AUS.18	tetracycline							
tet(Q)	72.0	ERR1713332	AUS.18	tetracycline							
tet(S)	9.0	ERR1713332	AUS.18	tetracycline							
tet(T)	4.0	ERR1713332	AUS.18	tetracycline							
tet(W)	138.0	ERR1713332	AUS.18	tetracycline							
tet(X)_clust	363.0	ERR1713332	AUS.18	tetracycline							
tetA(P)	2.0	ERR1713332	AUS.18	tetracycline							
aac(3)-I_aac(3)-Ia	30.0	ERR1713332	AUS.18	aminoglycoside							
aac(3)-Ib	1.0	ERR1713332	AUS.18	aminoglycoside							
aac(3)-Ib-aac(6')-Ib	1.0	ERR1713332	AUS.18	aminoglycoside							
aac(3)-Id	9.0	ERR1713332	AUS.18	aminoglycoside							
aac(3)-II_clust	8.0	ERR1713332	AUS.18	aminoglycoside							
aac(6')-31	1.0	ERR1713332	AUS.18	aminoglycoside							
aac(6')-aph(2'')_1_M13771	9.0	ERR1713332	AUS.18	aminoglycoside							
aac(6')-IIc	3.0	ERR1713332	AUS.18	aminoglycoside							
aac(6')-Im	1.0	ERR1713332	AUS.18	aminoglycoside							
aadA_clust1	265.0	ERR1713332	AUS.18	aminoglycoside							
aadA10	15.0	ERR1713332	AUS.18	aminoglycoside							
aadA13	29.0	ERR1713332	AUS.18	aminoglycoside							
aadA16	9.0	ERR1713332	AUS.18	aminoglycoside							
aadA2	69.0	ERR1713332	AUS.18	aminoglycoside							
aadA4_aadA5	88.0	ERR1713332	AUS.18	aminoglycoside							
aadA7	21.0	ERR1713332	AUS.18	aminoglycoside							
aadB	15.0	ERR1713332	AUS.18	aminoglycoside							
aadE_1_KF421157	1.0	ERR1713332	AUS.18	aminoglycoside							
ampH_ampS		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	4.0						
ant(3'')-Ih-aac(6')-IId		ERR1713331	ALB.17	aminoglycoside	242.0						
ant(6)-Ia		ERR1713331	ALB.17	aminoglycoside	1.0						
ant(6)-Ib		ERR1713331	ALB.17	aminoglycoside	2.0						
aph(2'')-Ib		ERR1713331	ALB.17	aminoglycoside	4.0						
aph(2'')-Ic		ERR1713331	ALB.17	aminoglycoside	6.0						
aph(3')-Ia_aph(3')-Ic		ERR1713331	ALB.17	aminoglycoside	21.0						
aph(3')-Ib		ERR1713331	ALB.17	aminoglycoside	3.0						
aph(3')-IIa		ERR1713331	ALB.17	aminoglycoside	2.0						
aph(3')-III		ERR1713331	ALB.17	aminoglycoside	10.0						
aph(3')-VI		ERR1713331	ALB.17	aminoglycoside	27.0						
ARR_clust		ERR1713331	ALB.17	rifamycin	5.0						
blaACC_clust		ERR1713331	ALB.17	beta_lactam	2.0						
blaACI-1		ERR1713331	ALB.17	beta_lactam	17.0						
blaACT_CMG_MIR_clust		ERR1713331	ALB.17	beta_lactam	2.0						
blaADC-25		ERR1713331	ALB.17	beta_lactam	1.0						
blaAER-1		ERR1713331	ALB.17	beta_lactam	8.0						
blaBEL		ERR1713331	ALB.17	beta_lactam	14.0						
blaCARB-4		ERR1713331	ALB.17	beta_lactam	1.0						
blaCARB_clust1		ERR1713331	ALB.17	beta_lactam	4.0						
blaCARB_clust2		ERR1713331	ALB.17	beta_lactam	88.0						
blaCARB_clust3		ERR1713331	ALB.17	beta_lactam	1.0						
blaCMY_blaBIL_blaLAT		ERR1713331	ALB.17	beta_lactam	1.0						
blaCTX-M_clust1		ERR1713331	ALB.17	beta_lactam	1.0						
blaFOX_clust		ERR1713331	ALB.17	beta_lactam	7.0						
blaGES_clust		ERR1713331	ALB.17	beta_lactam	41.0						
blaLEN_clust		ERR1713331	ALB.17	beta_lactam	1.0						
blaMOX_clust		ERR1713331	ALB.17	beta_lactam	1.0						
blaNPS_LCR_clust		ERR1713331	ALB.17	beta_lactam	6.0						
blaOCH_clust		ERR1713331	ALB.17	beta_lactam	1.0						
blaOXA-12		ERR1713331	ALB.17	beta_lactam	1.0						
blaOXA-198		ERR1713331	ALB.17	beta_lactam	3.0						
blaOXA-209		ERR1713331	ALB.17	beta_lactam	14.0						
blaOXA-347		ERR1713331	ALB.17	beta_lactam	12.0						
blaOXA-372		ERR1713331	ALB.17	beta_lactam	1.0						
blaOXA-85		ERR1713331	ALB.17	beta_lactam	1.0						
blaOXA-9		ERR1713331	ALB.17	beta_lactam	3.0						
blaOXA_clust1		ERR1713331	ALB.17	beta_lactam	86.0						
blaOXA_clust11		ERR1713331	ALB.17	beta_lactam	2.0						
blaOXA_clust12		ERR1713331	ALB.17	beta_lactam	2.0						
blaOXA_clust15		ERR1713331	ALB.17	beta_lactam	78.0						
blaOXA_clust16		ERR1713331	ALB.17	beta_lactam	1.0						
blaOXA_clust18		ERR1713331	ALB.17	beta_lactam	4.0						
blaOXA_clust20		ERR1713331	ALB.17	beta_lactam	272.0						
blaOXA_clust21		ERR1713331	ALB.17	beta_lactam	165.0						
blaOXA_clust3		ERR1713331	ALB.17	beta_lactam	14.0						
blaOXA_clust6		ERR1713331	ALB.17	beta_lactam	56.0						
blaOXA_clust7		ERR1713331	ALB.17	beta_lactam	43.0						
blaOXA_clust8		ERR1713331	ALB.17	beta_lactam	2653.0						
blaOXY_clust1		ERR1713331	ALB.17	beta_lactam	6.0						
blaPER-6		ERR1713331	ALB.17	beta_lactam	2.0						
blaPER_clust1		ERR1713331	ALB.17	beta_lactam	13.0						
blaRAHN-2		ERR1713331	ALB.17	beta_lactam	4.0						
blaSHV_clust		ERR1713331	ALB.17	beta_lactam	1.0						
blaTEM_clust		ERR1713331	ALB.17	beta_lactam	21.0						
blaVEB_clust		ERR1713331	ALB.17	beta_lactam	37.0						
blaVIM_clust		ERR1713331	ALB.17	beta_lactam	4.0						
cat(pC194)		ERR1713331	ALB.17	phenicol	4.0						
cat(pC221)		ERR1713331	ALB.17	phenicol	1.0						
cat_2		ERR1713331	ALB.17	phenicol	10.0						
cat_clust		ERR1713331	ALB.17	phenicol	2.0						
catA1		ERR1713331	ALB.17	phenicol	4.0						
catB1		ERR1713331	ALB.17	phenicol	1.0						
catB2		ERR1713331	ALB.17	phenicol	2.0						
catB3		ERR1713331	ALB.17	phenicol	9.0						
catQ		ERR1713331	ALB.17	phenicol	9.0						
catS		ERR1713331	ALB.17	phenicol	5.0						
cfxA_clust		ERR1713331	ALB.17	other_or_unmapped	83.0						
cfxA6		ERR1713331	ALB.17	other_or_unmapped	197.0						
cml_clust		ERR1713331	ALB.17	phenicol	44.0						
cmx		ERR1713331	ALB.17	other_or_unmapped	16.0						
dfrA1_clust		ERR1713331	ALB.17	trimethoprim	3.0						
dfrA14_clust		ERR1713331	ALB.17	trimethoprim	10.0						
dfrA15_clust		ERR1713331	ALB.17	trimethoprim	1.0						
dfrA7_dfrA17		ERR1713331	ALB.17	trimethoprim	2.0						
dfrA8		ERR1713331	ALB.17	trimethoprim	1.0						
dfrB_clust		ERR1713331	ALB.17	trimethoprim	1.0						
dfrD		ERR1713331	ALB.17	trimethoprim	5.0						
dfrK_clust		ERR1713331	ALB.17	trimethoprim	2.0						
ere(A)_clust		ERR1713331	ALB.17	other_or_unmapped	54.0						
ere(A)_clust2		ERR1713331	ALB.17	other_or_unmapped	12.0						
ere(B)		ERR1713331	ALB.17	other_or_unmapped	3.0						
erm(42)_clust		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	2.0						
erm(A)_1_X03216		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	1.0						
erm(A)_2_AF002716		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	8.0						
erm(B)_clust		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	798.0						
erm(C)_clust		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	1.0						
erm(F)_clust		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	252.0						
erm(G)_clust		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	11.0						
erm(T)_4_AJ488494		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	1.0						
erm(T)_clust		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	1.0						
erm(X)_clust		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	5.0						
fexA		ERR1713331	ALB.17	phenicol	1.0						
floR_clust		ERR1713331	ALB.17	phenicol	37.0						
fosA_2_AGDM01000012		ERR1713331	ALB.17	fosfomycin	2.0						
fosA_clust2		ERR1713331	ALB.17	fosfomycin	1.0						
imiS_imiH_blaCEPH_clust		ERR1713331	ALB.17	beta_lactam	8.0						
lnu(A)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	1.0						
lnu(B)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	41.0						
lnu(C)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	11.0						
lnu(D)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	1.0						
lnu(F)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	9.0						
lsa(A)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	1.0						
lsa(C)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	2.0						
mef(A)_10_AF376746		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	99.0						
mef(A)_3_AF227521		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	51.0						
mef(B)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	15.0						
mph(A)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	24.0						
mph(B)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	5.0						
mph(E)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	6420.0						
msr(A)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	3.0						
msr(D)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	286.0						
msr(E)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	13277.0						
optrA		ERR1713331	ALB.17	other_or_unmapped	3.0						
oqxA		ERR1713331	ALB.17	quinolone	5.0						
oqxB		ERR1713331	ALB.17	quinolone	18.0						
QnrB_clust1		ERR1713331	ALB.17	quinolone	4.0						
QnrS_clust2		ERR1713331	ALB.17	quinolone	6.0						
QnrVC_clust1		ERR1713331	ALB.17	quinolone	1.0						
QnrVC_clust2		ERR1713331	ALB.17	quinolone	27.0						
rmtF		ERR1713331	ALB.17	aminoglycoside	3.0						
spc		ERR1713331	ALB.17	other_or_unmapped	4.0						
str		ERR1713331	ALB.17	aminoglycoside	10.0						
strA		ERR1713331	ALB.17	aminoglycoside	497.0						
strB		ERR1713331	ALB.17	aminoglycoside	687.0						
sul1_sul3_clust		ERR1713331	ALB.17	sulfonamide	227.0						
sul2_clust		ERR1713331	ALB.17	sulfonamide	119.0						
sul3_2_AJ459418		ERR1713331	ALB.17	sulfonamide	1.0						
tet(31)		ERR1713331	ALB.17	tetracycline	3.0						
tet(32)		ERR1713331	ALB.17	tetracycline	185.0						
tet(33)		ERR1713331	ALB.17	tetracycline	1.0						
tet(36)		ERR1713331	ALB.17	tetracycline	6.0						
tet(39)		ERR1713331	ALB.17	tetracycline	2715.0						
tet(40)		ERR1713331	ALB.17	tetracycline	66.0						
tet(42)		ERR1713331	ALB.17	tetracycline	7.0						
tet(44)		ERR1713331	ALB.17	tetracycline	37.0						
tet(A)		ERR1713331	ALB.17	tetracycline	61.0						
tet(B)		ERR1713331	ALB.17	tetracycline	17.0						
tet(C)		ERR1713331	ALB.17	tetracycline	63.0						
tet(D)		ERR1713331	ALB.17	tetracycline	1.0						
tet(E)		ERR1713331	ALB.17	tetracycline	13.0						
tet(G)		ERR1713331	ALB.17	tetracycline	25.0						
tet(H)		ERR1713331	ALB.17	tetracycline	14.0						
tet(L)_clust1		ERR1713331	ALB.17	tetracycline	3.0						
tet(M)		ERR1713331	ALB.17	tetracycline	277.0						
tet(O)		ERR1713331	ALB.17	tetracycline	380.0						
tet(Q)		ERR1713331	ALB.17	tetracycline	681.0						
tet(S)		ERR1713331	ALB.17	tetracycline	25.0						
tet(T)		ERR1713331	ALB.17	tetracycline	1.0						
tet(W)		ERR1713331	ALB.17	tetracycline	978.0						
tet(X)_3_AB097942		ERR1713331	ALB.17	tetracycline	4.0						
tet(X)_clust		ERR1713331	ALB.17	tetracycline	109.0						
tet(Y)		ERR1713331	ALB.17	tetracycline	10.0						
tetA(P)		ERR1713331	ALB.17	tetracycline	11.0						
tetB(P)		ERR1713331	ALB.17	tetracycline	9.0						
VanT-G		ERR1713331	ALB.17	aminoglycoside	5.0						
VanW-G		ERR1713331	ALB.17	glycopeptide	1.0						
vga(B)		ERR1713331	ALB.17	macrolide_lincosamide_streptogramin	2.0						
aac(3)-I_aac(3)-Ia		ERR1713331	ALB.17	aminoglycoside	229.0						
aac(3)-Ib		ERR1713331	ALB.17	aminoglycoside	5.0						
aac(3)-Ib-aac(6')-Ib		ERR1713331	ALB.17	aminoglycoside	7.0						
aac(3)-II_clust		ERR1713331	ALB.17	aminoglycoside	55.0						
aac(6')-31		ERR1713331	ALB.17	aminoglycoside	2.0						
